OTUNumber	OTUConTaxonomy	door_in_1	door_in_2	faucet_handle_1	faucet_handle_2	sink_floor_1	sink_floor_2	soap_dispenser_1	stall_in_1	toilet_floor_1	toilet_floor_2	toilet_flush_handle_1	toilet_flush_handle_2	toilet_seat_1	toilet_seat_2
Otu00140	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Clavibacter(100);"	7	0	0	0	5	2	0	0	11	2	10	0	0	0
Otu00141	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	1	0	0	9	1	1	0	4	0	20
Otu00142	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	2	0	0	0	7	0	0	0	8	3	16	0	0	0
Otu00143	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Caulobacter(84);"	0	0	0	0	0	0	0	36	0	0	0	0	0	0
Otu00144	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Rhodospirillaceae(100);Skermanella(100);"	0	0	0	0	12	7	0	0	5	8	4	0	0	0
Otu00145	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	0	2	0	0	2	0	9	0	0	1	0	0	22	0
Otu00146	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	14	5	0	0	8	4	0	1	3	0
Otu00147	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	23	12
Otu00148	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Erythrobacteraceae(100);unclassified(98);"	0	0	0	0	3	1	0	0	0	2	28	0	0	0
Otu00149	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	15	0	0	0	0	0	12	0	0	0	1	6	0	0
Otu00150	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	11	1	10	0	6	4	0	2	0	0
Otu00151	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Acetobacter(100);"	1	0	1	0	1	1	1	28	0	0	0	0	1	0
Otu00152	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Alteromonadales(100);Pseudoalteromonadaceae(100);Pseudoalteromonas(100);"	8	0	7	0	0	0	0	0	5	0	2	0	11	0
Otu00153	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(82);"	10	0	0	0	1	8	0	0	2	9	1	0	0	2
Otu00154	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100);"	0	0	3	2	0	1	0	0	1	2	0	3	9	12
Otu00155	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	1	0	0	0	0	0	21	0	2	0	0	0	3	6
Otu00156	"Bacteria(100);Proteobacteria(94);unclassified(94);unclassified(94);unclassified(94);unclassified(94);"	2	12	0	0	0	0	0	12	0	0	0	6	1	0
Otu00157	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);unclassified(88);"	0	7	0	0	0	4	15	3	0	1	0	2	0	0
Otu00158	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);"	8	20	0	0	0	0	4	0	0	0	0	0	0	0
Otu00159	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(97);"	0	0	0	0	12	2	0	0	10	4	4	0	0	0
Otu00160	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	3	0	0	29	0
Otu00161	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Pedobacter(100);"	0	13	0	0	1	4	12	0	1	0	1	0	0	0
Otu00162	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(91);unclassified(100);"	0	0	0	0	4	2	7	0	4	5	0	0	7	2
Otu00163	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	11	1	18	0	0	0
Otu00164	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	1	26	3	0	0	0	0	0	0	0	0	0	0	1
Otu00165	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Erythrobacteraceae(84);unclassified(84);"	0	0	0	0	0	0	4	0	0	0	0	26	0	0
Otu00166	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	1	1	0	0	1	3	24	0	0	0
Otu00167	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	1	0	0	0	27	0	0	0	2	0	0	0	0	0
Otu00168	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Hydrogenophilales(100);Hydrogenophilaceae(100);Hydrogenophilus(100);"	29	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu00169	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);"	1	0	0	0	0	0	0	16	0	2	0	0	9	1
Otu00170	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	8	0	0	2	7	0	0	2	5	0	4	0	1
Otu00171	"Bacteria(100);Proteobacteria(100);unclassified(97);unclassified(97);unclassified(97);unclassified(97);"	9	13	0	1	1	0	5	0	0	0	0	0	0	0
Otu00172	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Beijerinckiaceae(90);unclassified(87);"	0	0	0	0	0	0	0	26	0	1	2	0	0	0
Otu00173	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	2	1	0	0	4	0	22	0	0	0
Otu00174	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Mycobacteriaceae(100);Mycobacterium(100);"	6	0	0	0	3	0	0	0	1	2	2	0	13	1
Otu00175	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rubellimicrobium(100);"	0	0	0	0	8	3	0	0	6	5	2	0	4	0
Otu00176	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	3	5	0	0	8	2	9	0	0	1
Otu00177	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Phyllobacteriaceae(100);unclassified(100);"	3	0	0	0	0	0	0	23	0	0	2	0	0	0
Otu00178	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	4	0	0	0	0	0	1	0	0	0	23	0
Otu00179	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);"	0	23	0	4	0	0	0	0	0	0	0	0	0	0
Otu00180	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	0	0	0	0	0	0	0	0	0	0	0	4	0	23
Otu00181	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	1	0	0	0	0	2	0	18	5	0	0
Otu00182	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);Gp3(97);unclassified(97);unclassified(97);"	5	0	2	0	0	0	0	9	0	0	0	5	5	0
Otu00183	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	11	0	0	0	6	3	0	6	0	0
Otu00184	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(85);Peptoniphilus(85);"	0	0	0	1	0	0	0	0	0	0	0	0	0	25
Otu00185	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	22	0	0	0	0	4	0
Otu00186	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);"	0	26	0	0	0	0	0	0	0	0	0	0	0	0
Otu00187	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	7	12	0	0	4	2	0	1	0	0
Otu00188	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacter(96);"	0	0	0	0	1	0	0	0	0	1	23	0	0	0
Otu00189	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);unclassified(100);unclassified(100);"	8	3	0	0	0	0	6	8	0	0	0	0	0	0
Otu00190	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(96);Ornithinimicrobium(96);"	0	0	0	0	0	0	0	13	1	1	10	0	0	0
Otu00191	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);"	3	0	2	0	0	1	1	6	1	0	3	0	8	0
Otu00192	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Brevundimonas(100);"	0	0	0	0	0	9	0	0	3	5	8	0	0	0
Otu00193	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);"	0	0	2	10	1	0	0	0	0	0	0	0	0	12
Otu00194	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	24	0	0	0	0	0	0
Otu00195	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(96);"	0	0	0	0	5	1	0	0	6	3	10	0	0	0
Otu00196	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);Massilia(80);"	0	0	0	0	5	3	0	0	11	5	0	0	0	0
Otu00197	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Mucilaginibacter(100);"	0	0	0	0	0	0	0	24	0	0	0	0	0	0
Otu00198	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Granulicatella(100);"	6	0	2	1	0	0	1	9	1	0	0	4	0	0
Otu00199	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);"	16	6	0	0	0	0	0	0	0	0	0	0	2	0
Otu00200	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	7	12	0	0	0	0	0	0	0	0	0	4	1	0
Otu00201	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Phyllobacteriaceae(100);unclassified(100);"	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00202	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);"	0	0	0	3	0	1	0	0	0	0	0	0	0	20
Otu00203	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);"	4	0	4	0	3	0	0	0	0	0	0	0	13	0
Otu00204	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Zimmermannella(100);"	0	0	0	6	0	0	0	0	0	3	0	8	0	7
Otu00205	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);"	3	0	0	0	0	0	2	0	4	0	1	13	1	0
Otu00206	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	23	0	0	0	0	0	0	0	0	0	0	0	0
Otu00207	"Bacteria(100);Proteobacteria(92);unclassified(92);unclassified(92);unclassified(92);unclassified(92);"	0	0	0	0	0	0	0	0	0	0	0	23	0	0
Otu00208	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Marmoricola(100);"	0	0	0	0	4	1	14	0	1	0	2	0	1	0
Otu00209	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Paracoccus(100);"	0	0	0	0	4	8	0	0	6	2	2	0	0	1
Otu00210	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	2	21	0
Otu00211	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	3	7	0	0	6	1	0	5	0	0
Otu00212	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);"	0	0	0	0	0	0	0	16	0	0	0	0	3	3
Otu00213	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	1	0	0	0	16	0	0	2	0	0	0	3
Otu00214	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Hydrogenophilales(100);Hydrogenophilaceae(100);unclassified(100);"	11	0	0	0	0	0	0	11	0	0	0	0	0	0
Otu00215	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);"	0	0	0	0	0	0	22	0	0	0	0	0	0	0
Otu00216	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	5	0	0	2	2	12	0	0	0
Otu00217	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	22	0	0	0	0	0	0	0
Otu00218	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_XII(100);Exiguobacterium(100);"	6	0	1	0	0	0	0	0	0	1	0	14	0	0
Otu00219	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	1	0	0	0	0	0	1	0	9	0	11
Otu00220	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp16(100);Gp16(100);unclassified(100);unclassified(100);"	0	0	0	0	3	4	0	0	9	0	6	0	0	0
Otu00221	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Brevibacteriaceae(100);Brevibacterium(100);"	0	0	0	2	0	0	12	0	1	0	0	5	0	2
Otu00222	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	8	6	0	0	5	2	0	0	0	0
Otu00223	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);"	0	0	4	0	0	3	10	0	0	0	0	0	1	3
Otu00224	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Granulicatella(100);"	0	0	4	3	0	0	14	0	0	0	0	0	0	0
Otu00225	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_XI(100);Gemella(100);"	15	1	4	0	0	0	0	0	0	0	0	1	0	0
Otu00226	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	20
Otu00227	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	12	0	0	0	0	0	0	0	0	0	0	0	9	0
Otu00228	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	9	0	1	0	0	8	0	0	0	0	2	0	1
Otu00229	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Bogoriellaceae(100);Georgenia(100);"	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Otu00230	"Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Sneathia(86);"	0	0	7	0	0	0	14	0	0	0	0	0	0	0
Otu00231	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Otu00232	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	0	0	0	0	13	0	0	0	0	0	7	0
Otu00233	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Novosphingobium(100);"	0	0	0	0	1	15	0	0	1	1	0	2	0	0
Otu00234	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	0	0	1	0	0	0	0	18	0	0	0	0	1	0
Otu00235	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Leuconostocaceae(100);Leuconostoc(100);"	0	0	0	0	0	0	0	20	0	0	0	0	0	0
Otu00236	"Bacteria(100);Actinobacteria(90);unclassified(90);unclassified(90);unclassified(90);unclassified(90);"	0	0	0	0	0	0	0	20	0	0	0	0	0	0
Otu00237	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Bradyrhizobiaceae(100);unclassified(100);"	4	1	0	0	0	0	5	3	0	0	2	0	5	0
Otu00238	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	4	0	0	0	0	0	12	4	0	0	0	0	0	0
Otu00239	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Curtobacterium(100);"	0	0	0	0	4	3	0	0	6	4	3	0	0	0
Otu00240	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Friedmanniella(100);"	0	0	0	0	8	1	0	0	5	3	0	3	0	0
Otu00241	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Chromatiales(100);Chromatiaceae(100);Rheinheimera(100);"	0	0	0	0	0	0	4	15	0	0	0	0	0	0
Otu00242	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Kocuria(100);"	4	0	1	0	1	1	0	10	0	2	0	0	0	0
Otu00243	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);"	0	0	0	3	0	1	0	0	5	1	0	0	1	8
Otu00244	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Beijerinckiaceae(100);unclassified(85);"	7	0	0	0	0	0	0	12	0	0	0	0	0	0
Otu00245	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Leuconostocaceae(100);Leuconostoc(100);"	0	6	0	0	0	0	10	0	1	0	0	0	0	2
Otu00246	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	19	0	0	0
Otu00247	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	0	0	0	0	0	0	0	0	2	0	0	0	0	17
Otu00248	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);"	0	0	3	0	0	0	12	0	0	0	0	0	4	0
Otu00249	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	3	1	0	0	1	3	11	0	0	0
Otu00250	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	7	3	7	0	0	0
Otu00251	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);unclassified(84);"	17	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu00252	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Catonella(100);"	0	0	0	0	0	0	0	18	0	0	0	0	0	0
Otu00253	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Dermabacteraceae(100);Dermabacter(100);"	0	0	0	4	0	1	0	0	0	0	0	7	0	6
Otu00254	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	2	0	0	1	2	12	0	0	0
Otu00255	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	1	0	11	5
Otu00256	"Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);"	2	0	4	0	0	0	2	0	0	0	0	0	9	1
Otu00257	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Microbacterium(100);"	0	0	0	3	0	0	9	0	0	0	1	0	5	0
Otu00258	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Aeromicrobium(100);"	0	0	0	0	1	5	0	0	4	2	6	0	0	0
Otu00259	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Dietziaceae(100);Dietzia(100);"	1	0	0	3	0	0	11	0	3	0	0	0	0	0
Otu00260	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);"	3	0	0	4	0	0	8	0	0	0	0	3	0	0
Otu00261	"Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);"	6	0	0	7	0	0	0	0	0	0	0	1	0	4
Otu00262	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);Terracoccus(95);"	0	0	0	0	0	1	0	0	2	1	13	0	0	0
Otu00263	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Friedmanniella(100);"	0	2	0	0	9	1	0	0	2	2	0	0	1	0
Otu00264	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Agrococcus(100);"	0	0	0	0	0	7	0	0	3	3	4	0	0	0
Otu00265	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);"	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Otu00266	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Stenotrophomonas(83);"	0	0	0	0	0	0	0	16	0	0	1	0	0	0
Otu00267	"Bacteria(100);Firmicutes(95);Clostridia(83);Clostridiales(83);unclassified(100);unclassified(100);"	0	0	0	0	0	0	17	0	0	0	0	0	0	0
Otu00268	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);unclassified(100);"	0	0	0	0	8	2	0	0	0	2	4	0	1	0
Otu00269	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);unclassified(100);"	1	0	1	0	0	0	0	0	0	0	0	6	0	9
Otu00270	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);"	1	0	0	5	1	0	0	0	1	1	0	4	4	0
Otu00271	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);"	5	0	0	0	0	0	8	0	1	0	0	0	2	0
Otu00272	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Microbacterium(100);"	0	0	0	0	1	1	0	0	7	0	7	0	0	0
Otu00273	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	9	4	0	0	3	0	0	0	0	0
Otu00274	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);"	0	0	0	0	3	2	0	0	3	1	7	0	0	0
Otu00275	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	3	5	0	0	3	2	0	0	3	0
Otu00276	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	3	0	0	0	0	0	13	0	0	0	0	0	0	0
Otu00277	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Otu00278	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);"	0	0	0	0	0	0	1	0	0	0	0	0	15	0
Otu00279	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Aggregatibacter(100);"	0	11	0	0	0	0	0	0	1	0	0	4	0	0
Otu00280	"Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);unclassified(100);"	1	0	1	0	0	0	9	0	0	0	1	0	4	0
Otu00281	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingobium(82);"	0	0	0	0	1	1	0	0	1	2	6	5	0	0
Otu00282	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);unclassified(82);"	0	4	0	0	0	1	7	0	4	0	0	0	0	0
Otu00283	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	0	0	0	0	0	0	0	0	1	15	0	0
