OTUNumber	OTUConTaxonomy	door_in_1	door_in_2	faucet_handle_1	faucet_handle_2	sink_floor_1	sink_floor_2	soap_dispenser_1	stall_in_1	toilet_floor_1	toilet_floor_2	toilet_flush_handle_1	toilet_flush_handle_2	toilet_seat_1	toilet_seat_2
Otu03625	"Bacteria(100);Chloroflexi(100);Caldilineae(100);Caldilineales(100);Caldilineaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03626	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Enhydrobacter(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03627	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiaceae(100);Cupriavidus(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03628	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03629	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03630	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03631	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Roseomonas(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03632	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Sphingobacterium(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03633	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingobium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03634	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03635	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03636	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03637	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03638	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Cellulomonadaceae(100);Cellulomonas(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03639	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03640	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03641	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03642	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03643	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03644	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03645	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03646	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03647	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03648	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03649	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Euzebyales(100);Euzebyaceae(100);Euzebya(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03650	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03651	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03652	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rubellimicrobium(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03653	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03654	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03655	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Dokdonella(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03656	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03657	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03658	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03659	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03660	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03661	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp16(100);Gp16(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03662	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03663	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Gaiellales(100);Gaiellaceae(100);Gaiella(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03664	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03665	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Roseomonas(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03666	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03667	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03668	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Pelomonas(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03669	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03670	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Pseudomonadaceae(100);Cellvibrio(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03671	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03672	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03673	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03674	"Bacteria(100);Chloroflexi(100);Anaerolineae(100);Anaerolineales(100);Anaerolineaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03675	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Atopobium(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03676	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03677	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03678	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03679	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03680	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03681	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03682	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03683	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03684	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03685	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03686	"Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Haloferula(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03687	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03688	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03689	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03690	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardiaceae(100);Rhodococcus(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03691	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03692	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03693	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Geodermatophilaceae(100);Modestobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03694	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp4(100);Gp4(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03695	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03696	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp4(100);Gp4(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03697	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardiaceae(100);Williamsia(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03698	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03699	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03700	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);Segetibacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03701	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Phyllobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03702	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03703	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03704	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);Planococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03705	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Beutenbergiaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03706	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03707	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);Ornithinicoccus(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03708	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03709	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03710	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Agromyces(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03711	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03712	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae_1(100);Bacillus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03713	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03714	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03715	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu03716	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03717	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03718	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03719	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03720	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);unclassified(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03721	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu03722	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03723	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03724	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03725	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03726	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rubellimicrobium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03727	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03728	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu03729	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03730	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03731	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Amaricoccus(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03732	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03733	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03734	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Paludibacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03735	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03736	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03737	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03738	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03739	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Streptosporangiaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03740	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Roseomonas(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03741	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03742	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03743	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03744	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Paracoccus(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03745	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Variovorax(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03746	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03747	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03748	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03749	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03750	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03751	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03752	"Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Peredibacter(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03753	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03754	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03755	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Agromyces(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03756	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03757	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03758	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03759	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu03760	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu03761	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillibacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03762	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Dolosigranulum(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu03763	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Rothia(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03764	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03765	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);Planococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03766	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Pseudonocardiaceae(100);Pseudonocardia(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu03767	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu03768	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu03769	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Paludibacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
